PASS, -1, 0.5, 0
PASS, -2, 1.5, 0
PASS, -2, 2, 180
PASS, -2, 2.5, 180
PASS, -2, 3.0, 180
PASS, 2, 5.5, 0
NULL, 0.0, 0.0, 0
